"Str #","Mall Name","Developer","City","ST","ZIP Code","Market Area","Gross SqFt (Lease) ","Sales Area SqFt (Cnstr)","REC Approve Date","Original Opening ","Remodel Date","Lease Expires","Sales Projection","TY TTM Sales","TY Sales PSF","TY TTM Op Inc","TY TTM CF","Sales % ? vs. LY","LY TTM Sales","LY Sales PSF","LY TTM Op Inc","LY TTM CF","TTM R&O","R&O % Sales","Tenant Allowance PSF","Center Type","Cluster Name","Center Rank","Mall GLA","Shop GLA","Mall Sales PSF ","Mall Sales PSF Date ","RM / DM Wishlist","Top Tier ""A""","Forever 21","State/Area","Mills/Outlet","Street","Store Prototype ","Center Cashwrap (Y/N)","Entry Soffit (Y/N)","Cashwrap Soffit (Y/N)","Illuminated Accessory Wall (Y/N)","Illuminated Shoe Wall (Y/N)","Illuminated Window Walls (Y/N)","Floor Finish ","Brite Store Make-Up"
301,"CherryVale Mall","CBL","Rockford","IL",61112,"Rockford, IL MSA","6,234","4,820","2/25/2004","8/26/2004",,"1/31/2015","$1,600,000 ","$1,765,141 ","$283 ","$252,088 ","$322,156 ","0%","$1,761,788 ","$283 ","$367,202 ","$409,471 ","$262,369 ","14.90%","$60 ","M","Urb/Sub","B","918,794","303,906","$385 ","8-May",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
302,"Stones River Mall","GGP","Murfreesboro","TN",37129,"Nashville, TN MSA","6,829","5,199","3/5/2004","8/27/2004",,"1/31/2015","$1,600,000 ","$1,062,359 ","$156 ","($88,690)","($16,349)","-3%","$1,097,017 ","$161 ","$12,841 ","$53,453 ","$266,834 ","25.10%","$60 ","M","Rural","B","412,320","127,373","$425 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
303,"Los Cerritos Center","Macerich","Cerritos","CA",90703,"Los Angeles-Long Beach","6,162","4,571","2/25/2004","9/10/2004",,"1/31/2015","$1,800,000 ","$1,444,197 ","$234 ","($145,898)","($80,298)","-8%","$1,571,991 ","$255 ","$227,760 ","$281,954 ","$416,664 ","28.90%","$25 ","M","Mall","B","1,299,367","514,019","$442 ","10-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
304,"Pacific View","Macerich","Ventura","CA",93003,"Oxnard-Thousand Oaks-Ventura","7,018","5,281","4/23/2003","8/13/2004",,"1/31/2015","$1,600,000 ","$1,147,889 ","$164 ","($185,424)","($109,862)","-16%","$1,368,321 ","$195 ","$31,483 ","$77,364 ","$317,193 ","27.60%","$50 ","M","Urb/Sub","B","825,939","350,895","$360 ","10-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
305,"Towne East Square","Simon","Wichita","KS",67207,"Wichita, KS MSA","6,410","4,912","12/17/2003","9/24/2004",,"1/31/2015","$1,700,000 ","$1,740,071 ","$271 ","$186,499 ","$255,476 ","-13%","$1,994,825 ","$311 ","$432,079 ","$479,557 ","$321,435 ","18.50%","$50 ","M","Rural","B","1,179,109","404,335","$400 ","8-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
306,"Cherry Hill","Preit","Cherry Hill","NJ",8002,"Philadelphia-Wil-Atl Cty, PA-NJ-DE-MD","7,503","5,734","10/1/2003","9/24/2004",,"1/31/2015","$2,300,000 ","$2,367,651 ","$316 ","$131,229 ","$228,337 ","-8%","$2,576,163 ","$343 ","$420,174 ","$497,012 ","$608,865 ","25.70%","$27 ","M","Urb/Sub","B","1,285,000","544,000","$500 ","8-May",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
307,"Fashion Outlets of Las Vegas","Talisman","Primm","NV",89019,"Las Vegas, NV--AZ MSA","6,907","5,197","3/24/2004","11/24/2004",,"9/30/2014","$1,600,000 ","$1,582,183 ","$229 ","$182,629 ","$236,704 ","-1%","$1,591,780 ","$230 ","$197,997 ","$318,078 ","$219,002 ","13.80%","$51 ","O","Outlet","A","425,000","425,000","$530 ","9-Jan",,,"F21",,,,"Brite Store","Yes","No","No","Yes","Yes","Yes","Vinyl","Partial"
308,"Gateway","Westfield Corp.","Lincoln","NE",68505,"Lincoln, NE MSA","6,701","4,967","3/29/2004","9/24/2004",,"1/31/2015","$1,500,000 ","$1,738,139 ","$259 ","$253,240 ","$324,090 ","-2%","$1,777,297 ","$265 ","$400,165 ","$432,579 ","$272,744 ","15.70%","$75 ","M","Urb/Sub","C","797,502","257,739","$350 ","8-Aug",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
309,"Newport Centre","Simon","Jersey City","NJ",7310,"NY-N. NJ-Long Island, NY-NJ-CT-PA","6,270","4,635","3/26/2004","9/24/2004",,"1/31/2015","$2,000,000 ","$1,728,664 ","$276 ","($2,551)","$86,627 ","6%","$1,636,437 ","$261 ","$78,546 ","$139,578 ","$488,486 ","28.30%","$45 ","M","Urb/Sub","B","918,020","393,474","$500 ","8-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
310,"Stonewood Center","Macerich","Downey","CA",90241,"Los Angeles-Long Beach","6,532","4,614","4/5/2004","9/24/2004",,"1/31/2015","$1,600,000 ","$1,448,739 ","$222 ","$21,585 ","$95,376 ","-3%","$1,490,145 ","$228 ","$143,036 ","$194,533 ","$305,999 ","21.10%","$50 ","M","Urb/Sub","B","927,505","362,055","$410 ","10-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
311,"Oak Court","Simon","Memphis","TN",38117,"Memphis, TN--AR--MS MSA","6,500","4,922","4/5/2004","9/17/2004",,"1/31/2015","$1,700,000 ","$1,355,180 ","$208 ","$72,061 ","$138,550 ","-1%","$1,362,987 ","$210 ","$173,528 ","$219,151 ","$283,913 ","21.00%","$50 ","M","Urb/Sub","C","723,105","188,105","$300 ","8-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
312,"Woodland Mall","Preit","Grand Rapids","MI",49512,"Grand Rapids--Muskegon--Holland, MI MSA","7,000","5,438","10/1/2003","9/10/2004",,"1/31/2015","$2,000,000 ","$2,144,777 ","$306 ","$155,981 ","$219,926 ","7%","$2,001,184 ","$286 ","$273,558 ","$317,786 ","$417,198 ","19.50%","$51 ","M","Urb/Sub","B","1,028,000","354,000","$500 ","8-May",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
313,"West Ridge Mall","Simon","Topeka","KS",66604,"Topeka, KS MSA","6,937","5,663","4/16/2004","7/15/2005",,"1/31/2016","$1,600,000 ","$1,055,360 ","$152 ","($70,559)","$176 ","-15%","$1,247,096 ","$180 ","$114,524 ","$161,203 ","$292,145 ","27.70%","$0 ","M","Urb/Sub","D","1,017,709","300,834","$280 ","8-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
314,"Staten Island Mall ","GGP","Staten Isalnd","NY",10314,"NY-N. NJ-Long Island, NY-NJ-CT-PA","6,978","5,430","4/23/2004","9/24/2004",,"1/31/2015","$2,400,000 ","$2,051,983 ","$294 ","($135,999)","($16,841)","-2%","$2,098,311 ","$301 ","$62,646 ","$153,029 ","$655,258 ","31.90%","$40 ","M","Mall","A","1,274,000","621,000","$601 ","8-Jun",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
315,"Asheville Mall","CBL","Asheville","NC",28805,"Asheville, NC MSA","7,000","6,162","4/16/2004","11/24/2004",,"1/31/2015","$1,400,000 ","$1,085,226 ","$155 ","$53,448 ","$137,131 ","-7%","$1,168,401 ","$167 ","$129,697 ","$190,039 ","$169,843 ","15.70%","$55 ","M","Rural","C","891,701","353,566","$325 ","10-Aug",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
316,"Logan Valley","Preit","Altoona","PA",16602,"Altoona, PA MSA","6,343","4,759","5/19/2004","11/22/2004",,"1/31/2015","$1,400,000 ","$1,272,556 ","$201 ","$141,360 ","$203,118 ","-1%","$1,290,191 ","$203 ","$208,312 ","$269,277 ","$163,270 ","12.80%","$60 ","M","Rural","C","983,000","558,000","$315 ","10-Apr",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
317,"Muncie Mall","Simon","Muncie ","IN",47303,"Muncie, IN MSA","5,996","4,567","5/19/2004","11/24/2004",,"1/31/2015","$1,600,000 ","$989,997 ","$165 ","$45,749 ","$111,150 ","-15%","$1,166,867 ","$195 ","$187,065 ","$233,136 ","$97,811 ","9.90%","$60 ","M","Rural","C","655,567","222,421","$339 ","10-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
319,"MacArthur Center","Taubman","Norfolk","VA",23510,"Norfolk--Virginia Beach--Newport News, VA--NC MSA","6,500","4,600","6/30/2004","11/19/2004",,"1/31/2015","$1,800,000 ","$1,495,624 ","$230 ","($16,680)","$48,432 ","-10%","$1,655,905 ","$255 ","$172,746 ","$228,140 ","$420,025 ","28.10%","$50 ","M","Urb/Sub","B","937,000","930,930","$490 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
320,"University Mall","Woodbury Corp.","Orem","UT",84097,"Provo--Orem, UT MSA","6,449","5,032","7/30/2004","11/24/2004",,"1/31/2015","$1,500,000 ","$1,089,607 ","$169 ","$109,623 ","$172,173 ","-3%","$1,127,730 ","$175 ","$259,720 ","$249,478 ","$112,188 ","10.30%","$70 ","M","Urb/Sub","B","929,966","409,934","$426 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
321,"College Mall","Simon","Bloomington","IN",47401,"Bloomington, IN MSA","6,539","4,744","7/14/2004","2/25/2005",,"1/31/2016","$1,500,000 ","$1,425,214 ","$218 ","$79,152 ","$143,756 ","-14%","$1,659,999 ","$254 ","$315,985 ","$359,050 ","$260,390 ","18.30%","$60 ","M","Rural","C","696,382","263,000","$340 ","8-Oct",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","No","Vinyl","Partial"
322,"Esplanade Mall","Simon","Kenner","LA",70065,"New Orleans, LA MSA","6,022","3,758","8/12/2004","7/22/2005",,"7/31/2015","$1,600,000 ","$1,238,292 ","$206 ","$5,414 ","$85,426 ","-4%","$1,286,162 ","$214 ","$92,538 ","$146,223 ","$278,656 ","22.50%","$57 ","M","Urb/Sub","B","910,709","365,833","$365 ","8-Oct",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
323,"Imperial Valley","CBL","El Centro","CA",92243,"El Centro, CA MSA","7,134","5,739","11/6/2003","3/9/2005",,"1/31/2020","$1,400,000 ","$1,275,535 ","$179 ","$134,662 ","$204,689 ","1%","$1,259,038 ","$176 ","$173,739 ","$223,361 ","$153,774 ","12.10%","$64 ","M","Rural","C","749,087","383,150","$349 ","9-Sep",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
324,"Wheaton","Westfield Corp.","Silver Spring","MD",20902,"Washington-Baltimore, DC-MD-VA-WV","6,466","4,826","8/27/2004","5/12/2005",,"1/31/2015","$1,600,000 ","$1,720,190 ","$266 ","($6,550)","$84,270 ","-5%","$1,804,085 ","$279 ","$162,493 ","$215,561 ","$368,931 ","21.40%","$70 ","M","Urb/Sub","B","1,200,000","770,815","$360 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
325,"Coolsprings Galleria","CBL","Franklin","TN",37067,"Nashville, TN MSA","7,014","5,259","6/30/2004","4/8/2005",,"1/31/2016","$1,900,000 ","$1,955,681 ","$279 ","$233,619 ","$309,634 ","20%","$1,630,744 ","$232 ","$201,359 ","$254,419 ","$386,329 ","19.80%","$50 ","M","Urb/Sub","B","1,381,800","334,828","$460 ","8-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
326,"Santa Rosa Mall","JLL","Mary Esther","FL",32569,"Fort Walton Beach, FL MSA","6,587","4,793","8/27/2004","5/20/2005",,"4/30/2015","$1,500,000 ","$923,840 ","$140 ","$31,355 ","$99,437 ","-7%","$998,735 ","$152 ","$110,508 ","$157,270 ","$102,892 ","11.10%","$60 ","M","Rural","C","743,059","281,533","$301 ","9-Sep",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
327,"East Towne Mall","CBL","Madison","WI",53704,"Madison, WI MSA","7,516","5,910","10/25/2004","3/24/2005",,"1/31/2016","$1,500,000 ","$1,353,908 ","$180 ","($24,690)","$63,755 ","-12%","$1,535,090 ","$204 ","$255,844 ","$316,064 ","$309,616 ","22.90%","$60 ","M","Rural","C","1,058,459","297,628","$337 ","8-May",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
328,"Burbank Town Center","JLL","Burbank","CA",91502,"Los Angeles-Long Beach","6,654","5,091","9/30/2004","6/10/2005",,"1/31/2016","$1,600,000 ","$1,426,268 ","$214 ","($30,651)","$52,569 ","-10%","$1,587,738 ","$239 ","$195,286 ","$247,578 ","$346,954 ","24.30%","$60 ","M","Urb/Sub","B","1,240,000","404,300","$375 ","9-Sep",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
329,"Columbia Place Mall","CBL","Columbia","SC",29223,"Columbia, SC MSA","6,217","4,566","9/30/2004","3/25/2005",,"1/31/2016","$1,400,000 ","$1,144,960 ","$184 ","$172,665 ","$242,573 ","-3%","$1,181,781 ","$190 ","$291,050 ","$328,995 ","$79,732 ","7.00%","$100 ","M","Urb/Sub","D","960,000","307,316","$260 ","8-May",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
330,"Spotsylvania Mall","Cafaro Company","Fredricksburg","VA",22407,"Washington-Baltimore, DC-MD-VA-WV","6,307","4,069","6/30/2004","4/22/2005",,"1/31/2016","$1,500,000 ","$1,306,451 ","$207 ","$57,714 ","$120,353 ","-8%","$1,419,947 ","$225 ","$222,852 ","$270,651 ","$264,215 ","20.20%","$60 ","M","Mall","A","1,274,116","866,518","$510 ","9-Feb",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
331,"Peachtree Mall","GGP","Columbus","GA",31909,"Columbus, GA--AL MSA","6,266","4,489","7/30/2004","4/29/2005",,"1/31/2016","$1,500,000 ","$1,432,074 ","$229 ","$50,417 ","$123,964 ","-3%","$1,483,432 ","$237 ","$190,882 ","$242,980 ","$287,712 ","20.10%","$50 ","M","Urb/Sub","B","820,000","267,767","$373 ","8-Jun",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
332,"Oglethorpe Mall","GGP","Savannah ","GA",31406,"Savannah, GA MSA","6,156","4,465","10/20/2004","4/22/2005",,"3/31/2015","$1,600,000 ","$1,682,686 ","$273 ","$163,978 ","$233,599 ","-2%","$1,714,181 ","$278 ","$289,821 ","$336,833 ","$298,849 ","17.80%","$50 ","M","Rural","B","950,000","398,547","$450 ","8-Jun",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
333,"Franklin Park","Westfield Corp.","Toledo","OH",43623,"Toledo, OH MSA","6,529","4,906","12/14/2004","5/6/2005",,"6/30/2015","$1,900,000 ","$1,830,523 ","$280 ","($46,799)","$37,880 ","8%","$1,700,874 ","$261 ","$22,524 ","$83,951 ","$505,259 ","27.60%","$50 ","M","Urb/Sub","B","1,108,000","322,000","$440 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
334,"Cary Towne Center","CBL","Cary","NC",27511,"Raleigh--Durham--Chapel Hill, NC MSA","6,978","5,427","2/25/2004","5/20/2005",,"1/31/2016","$1,800,000 ","$980,751 ","$141 ","($83,919)","($8,558)","-12%","$1,120,031 ","$161 ","$55,209 ","$100,689 ","$250,009 ","25.50%","$60 ","M","Urb/Sub","C","1,107,639","346,482","$340 ","8-May",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
335,"St. Charles Towne Center","Simon","Waldorf","MD",20603,"Washington-Baltimore, DC-MD-VA-WV","6,921","5,153","7/30/2004","5/20/2005",,"1/31/2016","$1,700,000 ","$1,320,934 ","$191 ","($112,248)","($35,204)","-10%","$1,473,727 ","$213 ","$63,350 ","$114,730 ","$412,411 ","31.20%","$50 ","M","Rural","B","985,609","313,801","$480 ","8-Nov",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
336,"Northwest Arkansas","Midwest Malls, LLC","Fayetteville","AR",72703,"Fayetteville--Springdale--Rogers, AR MSA","6,654","4,855","7/15/2004","5/6/2005",,"5/31/2015","$1,700,000 ","$1,105,115 ","$166 ","$68,267 ","$134,432 ","-9%","$1,214,414 ","$183 ","$194,577 ","$244,326 ","$122,810 ","11.10%","$25 ","M","Rural","B","785,000","264,923","$375 ","9-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
337,"Governor's Square","GGP","Tallahassee","FL",32301,"Tallahassee, FL MSA","6,352","4,878","9/1/2004","8/5/2005",,"1/31/2016","$1,500,000 ","$1,626,397 ","$256 ","$128,795 ","$200,904 ","4%","$1,561,305 ","$246 ","$205,716 ","$252,125 ","$330,383 ","20.30%","$50 ","M","Rural","B","1,020,000","339,000","$420 ","8-Jun",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
338,"Cumberland Mall","GGP","Atlanta","GA",30339,"Atlanta, GA MSA","6,357","4,809","10/18/2004","6/10/2005",,"5/31/2015","$1,600,000 ","$1,189,860 ","$187 ","$113,376 ","$174,690 ","-5%","$1,250,594 ","$197 ","$248,661 ","$226,871 ","$142,846 ","12.00%","$50 ","M","Urb/Sub","B","1,040,000","322,000","$425 ","8-Jun",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
339,"Vista Ridge Mall","GGP","Lewisville","TX",75067,"Dallas-Fort Worth, TX","6,234","4,768","10/22/2004","5/20/2005",,"5/31/2015","$1,600,000 ","$1,085,481 ","$174 ","($141,717)","($70,510)","-13%","$1,242,335 ","$199 ","$39,185 ","$84,372 ","$347,808 ","32.00%","$50 ","M","Urb/Sub","D","1,052,000","384,000","$275 ","10-May",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
340,"Greenbrier","CBL","Chesapeake","VA",23320,"Norfolk--Virginia Beach--Newport News, VA--NC MSA","6,621","4,897","10/25/2004","8/12/2005",,"1/31/2020","$1,500,000 ","$1,147,082 ","$173 ","$63,778 ","$145,677 ","-9%","$1,262,017 ","$191 ","$122,759 ","$172,163 ","$143,403 ","12.50%","$60 ","M","Rural","B","810,000","305,000","$364 ","9-Aug",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
341,"Mission Viejo, The Shops at ","Simon","Mission Viejo","CA",92691,"Orange County","6,315","4,405","2/1/2005","7/29/2005",,"1/31/2016","$2,400,000 ","$1,477,225 ","$234 ","($209,584)","($192,135)","-2%","$1,508,637 ","$239 ","($91,036)","($90,211)","$533,510 ","36.10%","$0 ","M","Mall","B","1,158,496","470,679","$417 ","9-Dec",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
342,"Stamford Town Center","Taubman","Stamford","CT",6901,"New Haven-Bridgeport-stamford-Waterbury-Danbury, CT","6,500","4,976","6/30/2004","8/26/2005",,"1/31/2016","$1,700,000 ","$1,454,171 ","$224 ","($67,899)","($62,335)","5%","$1,389,109 ","$214 ","($133,095)","($85,895)","$465,623 ","32.00%","$65 ","M","Mall","A","861,000","405,000","$590 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
343,"Park City Center","GGP","Lancaster","PA",17601,"Lancaster, PA MSA","6,512","4,788","6/30/2004","6/11/2005",,"1/31/2016","$1,700,000 ","$1,509,643 ","$232 ","($22,572)","$52,000 ","-10%","$1,683,105 ","$258 ","$219,552 ","$272,197 ","$344,453 ","22.80%","$50 ","M","Urb/Sub","B","1,368,029","564,263","$418 ","8-Jun",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
344,"Empire","Macerich","Sioux Falls","SD",57106,"Sioux Falls-Rapid City, SD MSA","6,725","5,118","11/3/2004","8/12/2005",,"1/31/2016","$1,700,000 ","$2,206,061 ","$328 ","$368,737 ","$456,089 ","-2%","$2,244,229 ","$334 ","$532,083 ","$586,343 ","$350,177 ","15.90%","$25 ","M","Rural","B","1,120,000","300,000","$383 ","10-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
345,"University Park Mall","Simon","Mishawaka","IN",46545,"South Bend, IN MSA","7,000","5,384","12/21/2004","6/24/2005",,"6/30/2015","$1,700,000 ","$1,408,571 ","$201 ","($28,737)","$52,741 ","-6%","$1,497,655 ","$214 ","$113,723 ","$168,395 ","$365,386 ","25.90%","$50 ","M","Urb/Sub","B","942,823","622,992","$380 ","8-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
346,"Galleria at Pittsburgh*","Zamias","Tarentum","PA",15084,"Pittsburgh, PA MSA","7,000","5,254","9/30/2004","7/14/2005",,"1/31/2016","$1,600,000 ","$781,286 ","$112 ","$98,339 ","$98,339 ","-11%","$880,079 ","$126 ","$160,410 ","$133,172 ","$36,893 ","4.70%","$60 ","O","Outlet","B","1,117,517",,"$309 ","10-Mar",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
347,"Valley River Center","Macerich","Eugene","OR",97401,"Eugene--Springfield, OR MSA","6,516","4,521","5/20/2004","6/24/2005",,"1/31/2016","$1,600,000 ","$1,758,646 ","$270 ","$277,644 ","$346,918 ","5%","$1,670,497 ","$256 ","$338,394 ","$392,210 ","$271,433 ","15.40%","$50 ","M","Urb/Sub","B","1,123,223","386,000","$430 ","10-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
348,"Aurora Mall","Simon","Aurora","CO",80012,"Denver-Aurora-Broomfield, CO MSA","7,000","5,375","6/30/2004","7/22/2005",,"1/31/2016","$1,400,000 ","$1,234,717 ","$176 ","($67,135)","$14,702 ","-13%","$1,415,162 ","$202 ","$149,993 ","$195,893 ","$320,257 ","25.90%","$75 ","M","Urb/Sub","C","954,315","380,000","$325 ","10-Feb",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
349,"Great Lakes Mall","Simon","Mentor","OH",44060,"Cleveland-Akron, OH","7,000","5,293","11/13/2003","7/1/2005",,"6/30/2015","$1,800,000 ","$1,471,279 ","$210 ","$77,189 ","$151,385 ","-2%","$1,501,405 ","$214 ","$185,711 ","$236,577 ","$275,760 ","18.70%","$50 ","M","Rural","C","1,261,989","457,943","$350 ","8-Oct",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
350,"West Valley Mall","GGP","Tracy","CA",95304,"California Non Metro","6,300","4,671","11/3/2004","7/22/2005",,"6/30/2015","$1,400,000 ","$1,007,617 ","$160 ","($119,581)","($40,194)","-19%","$1,244,809 ","$198 ","$88,935 ","$142,422 ","$268,297 ","26.60%","$50 ","M","Rural","D","880,000","300,000","$241 ","10-Jul",,,,,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
351,"Inland Center","Macerich","San Bernardino","CA",92408,"Riverside-San Bernardino-Ontario, CA MSA","6,962","4,766","9/30/2004","7/22/2005",,"7/31/2015","$1,500,000 ","$1,107,097 ","$159 ","($241,614)","($164,903)","-21%","$1,393,859 ","$200 ","$44,171 ","$88,060 ","$323,781 ","29.20%","$55 ","M","Urb/Sub","B","1,024,000","250,000","$363 ","10-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
352,"Ocean County","Simon","Toms River","NJ",8753,"NY-N. NJ-Long Island, NY-NJ-CT-PA","6,500","4,465","12/21/2004","9/23/2005",,"1/31/2016","$1,700,000 ","$1,433,020 ","$220 ","($139,058)","($36,852)","-6%","$1,518,004 ","$234 ","$69,006 ","$138,962 ","$436,047 ","30.40%","$30 ","M","Urb/Sub","B","870,000","277,000","$470 ","8-Jul",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
353,"Garden State Plaza","Westfield Corp.","Paramus","NJ",7652,"NY-N. NJ-Long Island, NY-NJ-CT-PA","8,241","6,068","8/27/2004","8/19/2005",,"6/30/2016","$3,500,000 ","$2,597,782 ","$315 ","($203,363)","($47,342)","-4%","$2,704,512 ","$328 ","($36,316)","$91,284 ","$920,896 ","35.40%","$0 ","M","Mall","A","1,989,096","980,000","$689 ","9-Feb",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Maple Hardwood","Full"
354,"Bel Air","JLL","Mobile","AL",36606,"Mobile, AL MSA","6,624","5,052","6/30/2004","7/22/2005",,"7/31/2015","$1,600,000 ","$1,441,174 ","$218 ","$19,667 ","$99,293 ","-14%","$1,674,684 ","$253 ","$241,267 ","$285,762 ","$281,964 ","19.60%","$64 ","M","Rural","B","1,233,932","347,429","$400 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
355,"Crabtree Valley","Plaza Associates","Raleigh","NC",27612,"Raleigh--Durham--Chapel Hill, NC MSA","7,049","7,042","4/16/2004","9/9/2005",,"1/31/2016","$1,900,000 ","$2,068,863 ","$293 ","$221,201 ","$297,779 ","11%","$1,870,772 ","$265 ","$267,316 ","$314,054 ","$431,230 ","20.80%","$49 ","M","Mall","A","1,300,000","544,000","$554 ","8-Aug",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","No","Vinyl","Partial"
356,"Turtle Creek Mall","CBL","Hattiesburg","MS",39402,"Hattiesburg, MS MSA","6,857","5,240","11/3/2004","8/5/2005",,"1/31/2016","$1,400,000 ","$1,189,986 ","$174 ","$2,220 ","$77,287 ","-13%","$1,360,844 ","$198 ","$197,995 ","$244,584 ","$253,323 ","21.30%","$70 ","M","Rural","B","846,150","532,589","$400 ","8-May",,,"F21",,,,"Brite Store","Yes","Yes","Yes","Yes","Yes","Yes","Vinyl","Full"
